city,customer_age,customer_name,customer_segment,discount,order_date,order_id,order_priority,order_quantity,product_base_margin,product_category,product_container,product_name,product_sub_category,profit,region,sales,ship_date,ship_mode,shipping_cost,state,unit_price,zip_code,
Herndon,81,Clay Rozendal,Home Office,0.2,27-05-2021,4e3473f0-dad5-48ae-9d0a-60fec213884d,Low,45,0.45,Technology,Small Box,US Robotics 56K V.92 Internal PCI Faxmodem,Computer Peripherals,9534.14073,South,2240.55,02-06-2021,Regular Air,611.8387408,Virginia,49.99,20170,
Cornelius,43,Bart Pistole,Home Office,0.05,17-09-2020,4434e286-e18b-4d13-b83a-d01a3fc21d73,Low,34,0.36,Office Supplies,Small Box,Letter or Legal Size Expandable Poly String Tie Envelopes,Envelopes,19446.71255,South,88.74,25-09-2020,Express Air,75.57716215,North Carolina,2.66,28031,
Ipswich,60,Maria Bertelson,Home Office,0.02,16-11-2019,74fdff79-0864-4ac5-8ab7-86cd7dbf5f87,Medium,33,0.37,Office Supplies,Small Box,Premium Transparent Presentation Covers by GBC,Binders and Binder Accessories,5575.27332,East,691.68,20-11-2019,Regular Air,172.6176053,MA,20.98,1938,
Portage,43,John Castell,Home Office,0.21,25-03-2022,83c469d8-e013-4c7a-8194-d4717e6d53e7,Low,6,0.58,Technology,Small Box,3395,Telephones and Communication,19323.83203,Central,514.68,01-04-2022,Delivery Truck,19.57730858,Michigan,85.99,49002,
Champaign,42,Carl Weiss,Consumer,0.21,08-08-2021,ee112e0e-19f2-49e6-82b8-21f3aa8389ae,Critical,25,0.56,Office Supplies,Small Box,Fellowes 8 Outlet Superior Workstation Surge Protector,Appliances,2641.64552,Central,1037.5,17-08-2021,Delivery Truck,445.9710126,Illinois,41.71,61821,
Clayton,64,Nick Crebassa,Corporate,0.08,21-12-2020,ad8efd3c-920e-461a-b102-bcc3e0e6f19a,Low,4,0.6,Technology,Small Box,StarTAC 8000,Telephones and Communication,18086.78516,Central,823.64,24-12-2020,Express Air,621.5541825,MO,205.99,63105,
New London,87,Allen Golden,Home Office,0.07,29-12-2020,e85da0bb-1d6b-4a53-a664-39800cc53bd7,Critical,49,0.58,Technology,Small Box,Talkabout T8097,Telephones and Communication,-7947.1528,East,10090.08,30-12-2020,Regular Air,4672.638963,Connecticut,205.99,6320,
Xenia,26,Harry Marie,Consumer,0.23,21-07-2019,5c240041-732f-44e7-a19d-7ef9f10bfbc0,Medium,6,0.39,Office Supplies,Wrap Bag,Staples Bulldog Clip,Rubber Bands,10296.48357,East,21.3,26-07-2019,Express Air,12.79284433,Ohio,3.78,45385,
Easthampton,21,Emily Burns,Corporate,0.01,17-11-2020,8070dd15-8821-4e87-b19f-bbd8cb6963d7,High,21,0.6,Office Supplies,Small Box,Kensington 6 Outlet SmartSocket Surge Protector,Appliances,7368.87999,East,860.37,23-11-2020,Delivery Truck,725.8870262,MA,40.98,1027,
Frankfort,22,Corey Roper,Small Business,0.14,13-10-2021,8210a90f-40ea-456e-9c8d-e69793c5a062,Critical,36,0.49,Furniture,Small Pack,DAX Contemporary Wood Frame with Silver Metal Mat  Desktop  11 x 14 Size,Office Furnishings,-2785.24374,Central,723.6,20-10-2021,Express Air,0.944213913,Indiana,20.24,46041,
Romeoville,70,David Bremer,Small Business,0.04,04-04-2020,343c1fd5-6c20-4847-829a-fcf5dec6614d,High,10,0.39,Office Supplies,Wrap Bag,White GlueTop Scratch Pads,Paper,18882.43371,Central,150,09-04-2020,Express Air,111.905023,Illinois,15.04,60441,
Saint Louis,28,David Smith,Consumer,0.03,17-07-2021,48b62adb-1f91-44a3-a67b-70986855c446,Medium,8,0.54,Furniture,Medium Box,DAX Value U-Channel Document Frames  Easel Back,Office Furnishings,-13620.84286,Central,39.52,21-07-2021,Regular Air,25.14991481,MO,4.97,63116,
Laurinburg,70,Charles Crestani,Consumer,0.06,05-01-2019,27808ec2-f22c-4d5b-8038-d79cf4372206,Not Specified,12,0.49,Furniture,Small Box,Eldon Image Series Black Desk Accessories,Office Furnishings,-12268.39858,South,48.96,08-01-2019,Regular Air,32.05718851,North Carolina,4.14,28352,
Clifton,82,Vivek Sundaresam,Home Office,0.12,05-02-2021,413a95d7-e8f6-48fc-a825-f44ee4f5a69c,High,15,0.36,Office Supplies,Small Box,Xerox 1899,Paper,13904.42025,East,84.9,08-02-2021,Delivery Truck,54.20697227,New Jersey,5.78,7011,
Shawnee,57,Bryan Mills,Small Business,0.12,15-02-2022,14dedde9-351b-4779-b8da-b7c30996c8f7,Low,6,0.36,Office Supplies,Small Box,Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Dark Blue,Binders and Binder Accessories,-9243.69885,Central,22.14,18-02-2022,Regular Air,19.02294058,Oklahoma,3.81,74801,
Pine Hills,24,Chris Cortes,Consumer,0.07,05-04-2019,3e5a34fe-d91d-49e4-848e-6987367677e1,Low,16,0.81,Technology,Wrap Bag,Accessory37,Telephones and Communication,3593.63428,South,334.72,15-04-2019,Delivery Truck,16.51663523,Florida,20.99,32808,
Muscatine,70,Rob Haberlin,Consumer,0.04,07-01-2019,02a221bc-a1a8-4ce3-ad76-8279f63ef258,Low,43,0.79,Technology,Small Box,Logitech Internet Navigator Keyboard,Computer Peripherals,-2319.87874,Central,1330.42,11-01-2019,Delivery Truck,470.3955355,Iowa,30.98,52761,
Muscatine,70,Rob Haberlin,Consumer,0.04,07-01-2019,104edf52-7fc6-46eb-8f20-441a4e560f83,Low,43,0.8,Technology,Small Box,Logitech Internet Navigator Keyboard,Computer Peripherals,-2319.87874,Central,1330.42,16-01-2019,Delivery Truck,367.3574625,Iowa,30.98,52761,
Linden,62,Julie Prescott,Consumer,0.13,11-09-2019,ffadd902-bad0-4a76-8af9-92d090d65969,Not Specified,46,0.54,Furniture,Small Box,Stacking Tray  Side-Loading  Legal  Smoke,Office Furnishings,-12036.19101,East,200.1,18-09-2019,Delivery Truck,52.1656666,New Jersey,4.48,7036,
Odenton,39,Jill Fjeld,Corporate,0.06,08-02-2021,d48a99d5-c308-40e3-8707-3737c8f82fa3,Medium,11,0.36,Office Supplies,Small Box,Avery Durable Plastic 1 Binders,Binders and Binder Accessories,-5649.12139,East,49.28,13-02-2021,Express Air,20.34358357,Maryland,4.54,21113,
Vernon Hills,86,Tracy Hopkins,Small Business,0.04,06-02-2022,27cdf9bf-c385-4df1-ace5-4e55bbbf0dd8,Not Specified,26,0.37,Technology,Large Box,Hewlett Packard LaserJet 3310 Copier,Copiers and Fax,17728.92104,Central,15598.7,13-02-2022,Express Air,6916.687025,Illinois,599.99,60061,
Phillipsburg,44,Matt Hagelstein,Small Business,0.24,10-05-2020,63832fb3-45c1-47fd-b45c-2b6f65945c81,Critical,39,0.37,Office Supplies,Small Box,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Binders and Binder Accessories,15651.44059,East,168.87,13-05-2020,Delivery Truck,93.9513608,New Jersey,4.57,8865,
Huntington Beach,40,Cindy Schnelling,Small Business,0.11,23-12-2020,5901daeb-d74c-45eb-af7d-a16ab1603723,High,23,0.69,Furniture,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,24484.02424,West,4160.01,29-12-2020,Delivery Truck,2637.328157,California,180.98,92646,
Roanoke,34,Pete Armstrong,Small Business,0.18,30-10-2022,d0596ebf-f559-45bc-8a5f-073309c42b81,Critical,15,0.67,Technology,Small Box,Keytronic 105-Key Spanish Keyboard,Computer Peripherals,22784.04638,South,1107,02-11-2022,Delivery Truck,904.8868541,Virginia,73.98,24017,
Roanoke,34,Pete Armstrong,Small Business,0.18,30-10-2022,be160b24-289e-439b-b5b6-b92917924dc7,Critical,15,0.77,Technology,Small Box,Keytronic 105-Key Spanish Keyboard,Computer Peripherals,22784.04638,South,1107,06-11-2022,Delivery Truck,463.5846452,Virginia,73.98,24017,
Saint Louis,28,Darren Powers,Consumer,0.21,12-07-2020,c1078741-901f-4944-8ee5-a373577b7893,Low,48,0.39,Office Supplies,Small Box,Large Capacity Hanging Post Binders,Binders and Binder Accessories,22819.4282,Central,1187.52,22-07-2020,Delivery Truck,1031.313749,MO,24.95,63116,
,,,,,,,,,,,,,,,,,,,,,,,
Hurst,69,Deanra Eno,Home Office,0.16,03-03-2020,cc3300c0-df3f-43bc-a0df-b62922e7312e,Low,45,0.59,Office Supplies,Small Box,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Appliances,6820.92771,Central,3186.45,04-03-2020,Regular Air,624.3506156,Texas,70.97,76053,
Philadelphia,31,Nicole Fjeld,Small Business,0.13,25-08-2019,b61b746c-fd75-4fcf-aabe-4e8dd4eac5ad,Not Specified,41,0.79,Furniture,Large Box,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Office Furnishings,-7722.10007,East,4311.56,01-09-2019,Delivery Truck,3309.705345,Pennsylvania,105.29,19143,
Salem,73,Jennifer Jackson,Small Business,0.18,30-01-2021,34ef86fc-ee7a-4244-8b70-02e99015ca5a,Low,33,0.37,Office Supplies,Small Box,Xerox 1941,Paper,15197.18357,South,3454.11,02-02-2021,Delivery Truck,2072.152886,Virginia,104.85,24153,
La Quinta,86,Hallie Redmond,Small Business,0.17,11-07-2022,3ab8f9bc-581b-46f4-beb9-6bde59a5bd9d,Not Specified,3,0.37,Office Supplies,Small Box,Avery Binder Labels,Binders and Binder Accessories,15487.46981,West,11.16,20-07-2022,Regular Air,9.669768277,California,3.89,92253,
Webster Groves,58,Stewart Carmichael,Consumer,0.17,31-10-2021,723b8a4b-4376-4967-93a6-3b558507d5b1,Low,25,0.37,Office Supplies,Small Box,Xerox 1910,Paper,-10884.07421,Central,1196.75,07-11-2021,Express Air,903.2116515,MO,48.04,63119,
New Bern,78,Gene Hale,Home Office,0.23,23-05-2020,9b7cff18-e982-421c-bd06-0ccdabf293b4,Medium,44,0.37,Furniture,Small Pack,G.E. Halogen Desk Lamp Bulbs,Office Furnishings,2960.0872,South,297,29-05-2020,Delivery Truck,188.7601276,North Carolina,6.98,28560,
Elmhurst,32,Bill Donatelli,Small Business,0.21,10-04-2019,8fdf8bd5-4233-4013-9c0e-b46eb7661c08,Medium,49,0.59,Office Supplies,Small Box,Fellowes Premier Superior Surge Suppressor  10-Outlet  With Phone and Remote,Appliances,-13944.72554,Central,2386.79,16-04-2019,Delivery Truck,1219.58019,Illinois,48.92,60126,
Tucson,84,Roy Phan,Home Office,0.15,16-01-2022,4d8e52d1-d58a-49e6-a6ba-9615469b63a1,Medium,31,0.35,Office Supplies,Small Box,Avery Legal 4-Ring Binder,Binders and Binder Accessories,-13648.39921,West,645.73,24-01-2022,Express Air,275.056273,Arizona,20.98,85705,
Davenport,87,Christina Vanderzanden,Small Business,0.24,03-08-2020,f797c350-4c26-4f48-9978-829d3cf67342,High,28,0.41,Furniture,Small Box,Eldon Wave Desk Accessories,Office Furnishings,-11841.8236,Central,158.2,08-08-2020,Regular Air,68.11577102,Iowa,5.89,52803,
Davenport,87,Christina Vanderzanden,Small Business,0.24,03-08-2020,a3013c7a-37d3-4685-989e-47998259dab1,High,28,0.43,Furniture,Small Box,Eldon Wave Desk Accessories,Office Furnishings,-11841.8236,Central,51.52,08-08-2020,Regular Air,44.53142999,Iowa,2.08,52803,
Margate,59,Darren Powers,Corporate,0.04,13-07-2019,31c1abd8-89a2-4e58-b297-709fef469bb2,High,11,0.85,Office Supplies,Large Box,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Storage & Organization,12542.48789,South,1839.53,20-07-2019,Regular Air,71.43253064,Florida,167.27,33063,
Battle Creek,61,Randy Bradley,Small Business,0.12,30-08-2022,6f2f4078-9297-4c19-a3f7-9a56ed7f3d74,High,39,0.58,Technology,Small Box,MicroTAC 650,Telephones and Communication,13262.42804,Central,2568.93,05-09-2022,Express Air,578.2362805,Michigan,65.99,49017,
Hammond,51,Cari Schnelling,Home Office,0.21,17-12-2021,df91a0a8-5576-4239-ab83-68c9ba5e9666,Not Specified,42,0.44,Technology,Small Box,Micro Innovations Micro Digital Wireless Keyboard and Mouse  Gray,Computer Peripherals,5034.31203,Central,3476.76,26-12-2021,Express Air,1851.104623,Indiana,82.99,46324,
Hammond,51,Cari Schnelling,Home Office,0.21,17-12-2021,a0f62bed-8db0-4059-aefa-62ec97278e2f,Not Specified,42,0.45,Technology,Small Box,Micro Innovations Micro Digital Wireless Keyboard and Mouse  Gray,Computer Peripherals,5034.31203,Central,3481.38,22-12-2021,Express Air,1124.918122,Indiana,83.1,46324,
North Tonawanda,80,Greg Tran,Home Office,0.01,24-05-2022,8b6075fd-9fd4-49fb-94de-1449ed0be2da,High,50,0.75,Furniture,Jumbo Box,O Sullivan Living Dimensions 3-Shelf Bookcases,Bookcases,-3629.48005,East,10048.5,31-05-2022,Regular Air,1217.75074,New York,200.98,14120,
Missoula,46,Carol Triggs,Corporate,0.05,11-05-2022,56bc8b55-ad27-4652-9f68-1eeba11e58e3,Low,9,0.63,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,8439.05687,West,1119.96,17-05-2022,Regular Air,498.2571047,Montana,124.49,59801,
Billerica,55,Dianna Wilson,Consumer,0.24,01-10-2022,ca4d0303-072f-4cf6-a317-baed31d8f637,Critical,48,0.65,Technology,Small Box,Keytronic French Keyboard,Computer Peripherals,22195.85509,East,3539.52,08-10-2022,Delivery Truck,3194.534315,MA,73.98,1821,
Billerica,55,Dianna Wilson,Consumer,0.24,01-10-2022,625cbdfa-f224-4dba-8001-24ff1b19dae6,Critical,48,0.79,Technology,Small Box,Keytronic French Keyboard,Computer Peripherals,22195.85509,East,3539.52,05-10-2022,Delivery Truck,254.8066896,MA,73.98,1821,
Cornelius,57,Barry Gonzalez,Consumer,0.02,23-04-2022,5caf970f-eb05-4fe2-975f-77e14611859a,Medium,40,0.37,Office Supplies,Small Box,GBC Therma-A-Bind 250T Electric Binding System,Binders and Binder Accessories,16405.55671,South,4918.8,28-04-2022,Express Air,1378.182518,North Carolina,122.99,28031,
Middle River,44,Annie Thurman,Home Office,0.08,18-09-2021,39d08d63-377c-4e0c-b6e7-e086449da497,Low,6,0.79,Furniture,Jumbo Box,Bretford  Just In Time Height-Adjustable Multi-Task Work Tables,Tables,21302.24179,East,2503.92,22-09-2021,Express Air,1230.703058,Maryland,417.4,21220,
Elyria,58,Tracy Collins,Small Business,0.02,21-07-2022,8f67d7a8-95f9-438f-9460-d4095744c509,High,48,0.48,Technology,Small Box,Gyration Ultra Professional Cordless Optical Suite,Computer Peripherals,949.56058,East,14445.6,29-07-2022,Express Air,2684.581409,Ohio,300.97,44035,
Streamwood,30,Bradley Nguyen,Small Business,0.17,08-10-2021,50ce1823-2e1e-484c-b4e7-04debf68f044,Low,11,0.49,Furniture,Small Pack,Nu-Dell Leatherette Frames,Office Furnishings,10438.34296,Central,155.87,18-10-2021,Regular Air,47.45590717,Illinois,14.34,60107,
Kingsville,25,Amy Cox,Consumer,0.19,26-06-2022,cca02f77-d431-4c40-86d5-ba6b0ffeef6a,High,35,0.49,Furniture,Small Box,Computer Room Manger  14,Office Furnishings,-1521.5559,Central,1130.15,29-06-2022,Delivery Truck,383.7096903,Texas,32.48,78363,
Paducah,77,Anna Chung,Consumer,0.02,19-09-2022,76c8dd9e-bcac-461e-96fc-a40765452235,Not Specified,44,0.36,Office Supplies,Small Box,GBC Plastic Binding Combs,Binders and Binder Accessories,3845.70374,South,323.84,28-09-2022,Delivery Truck,198.397594,Kentucky,7.38,42003,
Fruit Cove,74,Ted Butterfield,Home Office,0.22,08-12-2020,5e42d5ed-d9bb-4932-bd91-e2547019199f,Critical,7,0.5,Office Supplies,Medium Box,Harmony HEPA Quiet Air Purifiers,Appliances,24202.91257,South,80.36,16-12-2020,Regular Air,17.38962787,Florida,11.7,32259,
Central Falls,33,Joy Smith,Small Business,0.13,10-03-2021,045d3e8c-8c5c-4b3a-9c43-79b3fd5634e5,High,13,0.42,Office Supplies,Wrap Bag,Sanford Colorific Eraseable Coloring Pencils  12 Count,Pens & Art Supplies,22431.47048,East,40.95,20-03-2021,Regular Air,35.34677228,Rhode Island,3.28,2863,
Claremont,77,Max Ludwig,Consumer,0.03,20-04-2019,50862e4f-c3ad-45b6-9fdc-2ce17ca84b98,High,6,0.48,Furniture,Small Box,DAX Clear Channel Poster Frame,Office Furnishings,-9142.04346,West,87.3,22-04-2019,Delivery Truck,31.02032349,California,14.58,91711,
Highlands Ranch,52,Brad Thomas,Home Office,0.25,04-08-2019,5c0304c7-bbc2-44a3-b206-41301dea79d7,Critical,17,0.54,Office Supplies,Wrap Bag,Eldon Spacemaker Box  Quick-Snap Lid  Clear,Pens & Art Supplies,17542.75028,West,52.53,12-08-2019,Delivery Truck,35.72537348,Colorado,3.34,80126,
Hastings,85,Kean Thornton,Consumer,0.05,07-03-2019,7af65306-2150-4485-8a21-d2dd2459da11,Critical,8,0.59,Office Supplies,Small Pack,Sanford 52201 APSCO Electric Pencil Sharpener,Pens & Art Supplies,-5053.36695,Central,327.36,17-03-2019,Delivery Truck,42.23762217,Nebraska,40.97,68901,
Bozeman,29,Fred McMath,Home Office,0.06,31-03-2022,a904851f-ce1f-41bc-9cd7-deeb9933fa7e,Not Specified,5,0.56,Office Supplies,Small Box,Kensington 7 Outlet MasterPiece Power Center,Appliances,5438.7329,West,889.6,09-04-2022,Delivery Truck,513.3183182,Montana,177.98,59715,
Littleton,39,Sylvia Foulston,Consumer,0.03,29-10-2019,adb461d0-f355-4285-b5e1-959ca7a6ad76,Critical,47,0.36,Office Supplies,Small Box,Manila Recycled Extra-Heavyweight Clasp Envelopes  6 x 9,Envelopes,-11195.26683,West,514.65,31-10-2019,Express Air,296.8335268,Colorado,10.98,80122,
Cranford,78,Larry Blacks,Home Office,0.04,29-12-2021,785c689d-e9fa-40e0-a5ef-03ef35094f05,High,38,0.38,Office Supplies,Small Box,Avery 487,Labels,5703.66491,East,138.7,07-01-2022,Delivery Truck,44.16454933,New Jersey,3.69,7016,
Central Islip,86,Ed Ludwig,Corporate,0.2,17-12-2021,e94670f1-a69c-49d4-aa6b-cb2f60bf8e1e,Not Specified,13,0.76,Technology,Small Box,Fellowes EZ Multi-Media Keyboard,Computer Peripherals,-8147.87103,East,452.14,24-12-2021,Express Air,185.4647873,New York,34.98,11722,
Knoxville,22,Roy Skaria,Small Business,0.19,18-11-2021,edee8534-54ef-40e1-91fe-75c0938ee17d,Not Specified,8,0.36,Office Supplies,Small Box,Xerox 1908,Paper,-8029.00227,South,446.32,22-11-2021,Regular Air,61.22675285,Tennessee,55.98,37918,
Westminster,77,Christina Anderson,Corporate,0.24,01-12-2019,0faafa34-da51-4ffd-9b54-1b5c9a949ecd,Not Specified,39,0.55,Technology,Small Box,232,Telephones and Communication,16986.65283,West,4904.25,04-12-2019,Delivery Truck,208.9283911,Colorado,125.99,80030,
South Hadley,74,Ed Jacobs,Home Office,0.11,07-05-2020,6b2e1d05-0c77-45bf-b7bf-fe4c4ec031a3,Not Specified,45,0.75,Furniture,Medium Box,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Office Furnishings,24578.33743,East,1944,14-05-2020,Delivery Truck,1255.974609,MA,43.31,1075,
Searcy,46,Jamie Kunitz,Small Business,0.02,26-04-2019,70d51dfe-c8d9-4e36-864f-05aeb429d8d5,Not Specified,40,0.57,Office Supplies,Small Box,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,Storage & Organization,-640.46332,South,611.6,03-05-2019,Express Air,471.3202699,Arkansas,15.31,72143,
Southbridge,23,Mick Hernandez,Home Office,0.1,05-06-2019,bd626a6b-a024-4933-a3d4-3d2e69e88ba5,Not Specified,21,0.37,Office Supplies,Small Box,Xerox 209,Paper,13245.60939,East,133.98,08-06-2019,Express Air,61.26971989,MA,6.48,1550,
Somerset,77,Ken Dana,Home Office,0.03,08-04-2021,4aacf13d-f297-47e9-a912-99e408a6e228,Low,23,0.37,Office Supplies,Small Box,Xerox 1985,Paper,4316.41171,East,148.35,18-04-2021,Express Air,37.26020428,New Jersey,6.48,8873,
Haltom City,26,Fred McMath,Corporate,0.22,06-04-2021,30050346-00aa-4ab1-8655-ecea39a7e29d,High,16,0.37,Office Supplies,Small Box,Xerox 220,Paper,25088.73931,Central,100.16,15-04-2021,Delivery Truck,3.567700779,Texas,6.48,76117,
Willimantic,69,Ken Heidel,Corporate,0.23,20-07-2020,488e93a3-252b-48ea-b167-246740bf2779,High,43,0.59,Technology,Jumbo Drum,Okidata ML395C Color Dot Matrix Printer,Office Machines,16218.38664,East,58476.13,28-07-2020,Delivery Truck,34977.93368,Connecticut,1360.14,6226,
Oshkosh,25,Harold Dahlen,Consumer,0.22,22-12-2022,77767eb5-33d0-4d8f-bf60-5cd8432a5547,Not Specified,19,0.5,Office Supplies,Medium Box,3M Office Air Cleaner,Appliances,-12324.99617,Central,489.44,26-12-2022,Regular Air,435.4120175,Wisconsin,25.98,54901,
Sun Prairie,24,Michelle Moray,Small Business,0.02,24-12-2021,517f51f3-8f58-4929-ae16-4ee220144ac1,Low,4,0.37,Office Supplies,Small Box,Xerox 1923,Paper,3162.56138,Central,26.64,03-01-2022,Express Air,17.54464968,Wisconsin,6.68,53590,
Parsippany,20,Vivek Sundaresam,Consumer,0.19,26-01-2019,1e83c6cc-badc-4c5a-b325-749cc95cb150,Critical,39,0.59,Furniture,Large Box,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Office Furnishings,9028.38606,East,8176.35,04-02-2019,Regular Air,3563.586638,New Jersey,209.84,7054,
Calexico,80,Trudy Bell,Home Office,0.13,02-04-2022,6528ad0b-9cc5-4dbe-a122-4a6324f555b7,Low,36,0.58,Technology,Small Box,DPC 650 Piper,Telephones and Communication,-921.2743,West,4170.96,09-04-2022,Delivery Truck,592.477762,California,115.99,92231,
Syracuse,26,Roland Fjeld,Consumer,0.18,19-07-2019,04288c7b-45a0-434b-850f-6c6dcab2340b,Low,3,\N,Office Supplies,Small Box,SAFCO Mobile Desk Side File  Wire Frame,Storage & Organization,5814.36325,East,127.74,23-07-2019,Regular Air,88.43879932,New York,42.76,13210,
Paragould,30,Neola Schneider,Small Business,0.15,14-11-2020,a7da1b5d-519b-4a02-b24c-82000cb9214d,Low,26,0.52,Technology,Small Box,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,14264.3053,South,2595.84,23-11-2020,Delivery Truck,384.8948445,Arkansas,99.99,72450,
Pacifica,87,Randy Bradley,Small Business,0.24,10-07-2021,161cb5fb-b517-4c5c-9847-92c85912cff3,Not Specified,18,0.58,Technology,Small Box,i500plus,Telephones and Communication,24842.59943,West,1183.5,18-07-2021,Delivery Truck,32.30820915,California,65.99,94044,
Yuba City,22,Brian Thompson,Corporate,0.18,06-12-2021,c560f675-3454-4dba-ab08-e997f1d68311,Low,9,0.76,Furniture,Jumbo Drum,Global Deluxe High-Back Office Chair in Storm,Chairs & Chairmats,13589.02812,West,1222.29,09-12-2021,Regular Air,996.735669,California,135.99,95991,
San Bernardino,73,Jennifer Jackson,Small Business,0.17,13-09-2020,1aa908e2-fecd-4fe1-94ca-4fab924243d1,High,45,0.81,Office Supplies,Large Box,Fellowes Neat Ideas Storage Cubes,Storage & Organization,-4604.32632,West,1453.95,18-09-2020,,190.8859457,California,32.48,92404,
Hialeah,34,Shui Tom,Consumer,0.11,02-10-2021,b5d32a1d-d54f-45de-89eb-d13fd6fc460e,High,34,0.36,Office Supplies,Small Box,Xerox 188,Paper,5243.22227,South,381.82,10-10-2021,Express Air,214.8679257,Florida,11.34,33012,
Derby,84,Thomas Thornton,Consumer,0,30-08-2019,a3fd1c13-e0ee-4c4e-b7a3-dfd88a5059d8,Critical,21,0.65,Furniture,Jumbo Box,Sauder Camden County Collection Library,Bookcases,3804.97657,Central,2414.58,07-09-2019,Delivery Truck,344.2276988,Kansas,114.98,67037,
